"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"860Z200US13136","ZCTA5 13136","160","34","5.6","6.3","5.0","6.5","12.5","10.0","13.1","8.0","16.3","13.7","6.3","6.2","25.6","13.0","12.5","6.6","1.9","2.7","1.3","1.7","41944","37957","66167","13898","36.3","(X)","(X)","(X)","(X)","(X)","84","22","17.9","14.6","4.8","7.3","3.6","5.0","13.1","9.4","8.3","6.9","11.9","8.8","17.9","10.7","16.7","9.3","3.6","5.0","2.4","3.1","57500","32315","69923","21482","(X)","(X)","45.2","(X)","(X)","(X)","51","19","13.7","18.1","0.0","46.1","5.9","8.3","9.8","12.2","13.7","11.2","11.8","13.0","17.6","11.4","17.6","10.8","5.9","8.3","3.9","5.1","66250","24946","N","N","(X)","(X)","(X)","(X)","(X)","(X)","76","30","0.0","37.7","10.5","14.3","14.5","15.4","13.2","12.4","25.0","28.3","0.0","37.7","28.9","21.1","7.9","7.2","0.0","37.7","0.0","37.7","38929","25025","54476","14602","(X)","(X)","(X)","(X)","26.3","(X)",
"860Z200US13138","ZCTA5 13138","75","63","0.0","38.0","0.0","38.0","0.0","38.0","0.0","38.0","25.3","39.0","10.7","17.7","64.0","42.4","0.0","38.0","0.0","38.0","0.0","38.0","86382","39048","74863","21676","36.0","(X)","(X)","(X)","(X)","(X)","75","63","0.0","38.0","0.0","38.0","0.0","38.0","0.0","38.0","50.7","46.3","49.3","46.3","0.0","38.0","0.0","38.0","0.0","38.0","0.0","38.0","47434","36655","53525","10919","(X)","(X)","10.7","(X)","(X)","(X)","67","62","0.0","40.2","0.0","40.2","0.0","40.2","0.0","40.2","56.7","52.9","43.3","52.9","0.0","40.2","0.0","40.2","0.0","40.2","0.0","40.2","46908","34284","N","N","(X)","(X)","(X)","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US13140","ZCTA5 13140","1652","138","9.7","4.5","2.7","1.6","11.0","3.1","6.2","2.7","10.7","2.6","18.0","3.9","13.5","3.8","12.3","3.0","8.2","2.4","7.8","3.5","60135","8845","83412","10155","42.9","(X)","(X)","(X)","(X)","(X)","1091","118","8.2","4.9","0.9","0.7","7.3","3.0","4.9","2.6","8.4","3.1","16.4","4.4","17.8","5.1","15.9","3.8","9.7","3.2","10.4","4.9","82917","16463","95829","10687","(X)","(X)","42.4","(X)","(X)","(X)","767","111","3.7","2.5","0.1","0.3","5.6","3.1","2.5","1.7","9.0","3.7","15.0","4.7","20.2","5.9","18.8","5.2","13.6","4.6","11.6","6.1","92750","6063","N","N","(X)","(X)","(X)","(X)","(X)","(X)","561","103","16.6","7.0","6.2","4.6","21.7","7.8","9.1","5.9","15.3","5.8","16.8","7.0","8.0","6.8","3.0","2.6","1.4","1.3","1.8","2.4","28750","13197","41183","6635","(X)","(X)","(X)","(X)","42.6","(X)",
"860Z200US13141","ZCTA5 13141","247","48","0.0","14.9","0.8","1.2","10.9","8.3","3.2","2.9","6.5","6.3","24.7","10.2","13.8","6.8","16.6","6.9","21.5","10.9","2.0","2.6","83125","22767","96642","13962","33.2","(X)","(X)","(X)","(X)","(X)","170","43","0.0","20.8","0.0","20.8","0.0","20.8","2.9","3.5","4.1","4.9","30.6","13.2","10.6","5.9","17.6","8.9","32.4","15.1","1.8","3.0","102857","26313","114462","14837","(X)","(X)","40.6","(X)","(X)","(X)","165","41","0.0","21.3","0.0","21.3","0.0","21.3","0.0","21.3","4.2","5.1","31.5","13.8","10.9","6.1","18.2","9.3","33.3","15.3","1.8","3.1","103750","29497","N","N","(X)","(X)","(X)","(X)","(X)","(X)","77","27","0.0","37.5","2.6","3.7","35.1","22.9","3.9","5.7","11.7","16.3","11.7","12.4","23.4","16.2","11.7","11.9","0.0","37.5","0.0","37.5","-","**","54966","15503","(X)","(X)","(X)","(X)","16.9","(X)",
"860Z200US13142","ZCTA5 13142","2626","167","5.4","1.7","2.9","1.6","8.0","2.8","6.7","1.9","9.6","2.7","15.4","3.7","9.2","3.3","26.2","5.4","8.1","2.9","8.5","3.1","85000","20936","101325","10775","43.8","(X)","(X)","(X)","(X)","(X)","1758","153","2.7","1.8","0.9","0.9","7.2","3.8","6.3","2.5","10.0","4.0","17.0","4.9","10.6","6.2","30.0","7.3","6.1","3.0","9.1","3.7","95463","15920","98560","10797","(X)","(X)","43.9","(X)","(X)","(X)","1160","165","0.7","1.1","0.9","1.0","4.8","4.1","8.7","3.8","5.3","3.4","14.5","5.8","7.4","3.8","34.6","8.5","9.3","4.4","13.8","5.2","111848","10877","N","N","(X)","(X)","(X)","(X)","(X)","(X)","868","154","13.0","5.2","4.7","4.3","17.2","7.0","7.6","4.0","13.2","5.1","13.4","6.1","11.2","8.4","13.5","6.6","4.0","3.7","2.2","1.5","45179","10587","84935","24603","(X)","(X)","(X)","(X)","37.9","(X)",
"860Z200US13143","ZCTA5 13143","889","116","4.5","2.9","3.1","2.4","3.5","2.2","8.5","4.3","9.3","4.1","23.1","6.7","16.6","5.8","18.1","5.7","10.2","5.0","2.9","1.9","72371","10056","91095","14897","35.3","(X)","(X)","(X)","(X)","(X)","605","97","3.8","3.2","1.5","1.8","4.5","4.4","6.9","4.4","11.6","6.0","15.9","6.3","18.3","8.6","21.8","6.8","12.7","6.8","3.0","2.4","81917","8725","90485","10545","(X)","(X)","39.7","(X)","(X)","(X)","422","80","1.9","1.9","0.0","9.0","1.7","1.5","5.5","4.4","8.3","4.7","13.3","6.7","25.4","11.4","21.6","7.3","18.2","9.2","4.3","3.4","91250","17980","N","N","(X)","(X)","(X)","(X)","(X)","(X)","284","69","7.0","6.9","6.7","6.3","5.3","3.4","12.7","8.8","12.7","7.4","33.8","12.2","6.3","5.8","10.2","10.5","4.9","5.5","0.4","0.8","52778","6521","59086","9895","(X)","(X)","(X)","(X)","26.1","(X)",
"860Z200US13144","ZCTA5 13144","441","97","3.6","4.2","1.6","2.5","19.5","13.6","8.8","5.3","15.2","6.9","11.6","5.5","7.5","3.9","19.0","7.5","6.8","4.0","6.3","3.5","62578","34333","77103","11059","35.6","(X)","(X)","(X)","(X)","(X)","291","71","2.1","2.3","1.0","1.3","15.5","14.5","6.2","6.9","16.2","9.8","9.3","6.4","7.6","4.2","23.7","10.1","8.9","6.4","9.6","5.1","74861","44630","91305","16635","(X)","(X)","42.6","(X)","(X)","(X)","249","67","1.2","1.6","0.0","14.8","15.3","16.9","7.2","8.1","18.1","11.3","4.8","3.4","8.8","5.1","23.7","11.3","10.4","7.7","10.4","5.7","88958","52809","N","N","(X)","(X)","(X)","(X)","(X)","(X)","150","72","6.7","10.8","4.7","7.6","29.3","26.6","12.0","8.9","11.3","9.1","16.0","11.4","7.3","7.4","10.0","8.0","2.7","3.8","0.0","23.1","34000","16784","48106","15991","(X)","(X)","(X)","(X)","22.0","(X)",
"860Z200US13145","ZCTA5 13145","810","139","6.9","4.1","4.0","3.2","8.1","8.0","12.7","8.6","18.0","8.6","15.2","9.4","16.3","6.6","16.5","9.1","1.1","0.7","1.1","1.5","50238","24790","64239","11357","30.4","(X)","(X)","(X)","(X)","(X)","501","103","5.0","6.3","0.0","7.7","9.4","11.7","9.0","7.8","6.6","5.9","22.4","14.4","18.0","9.8","26.5","12.9","1.4","1.0","1.8","2.3","72043","10290","77313","14477","(X)","(X)","38.7","(X)","(X)","(X)","382","110","0.0","9.9","0.0","9.9","0.8","1.0","4.7","4.3","7.3","7.1","29.1","16.8","22.8","12.4","33.0","15.7","1.8","1.4","0.5","0.7","80278","22464","N","N","(X)","(X)","(X)","(X)","(X)","(X)","309","112","18.1","11.3","10.4","8.3","17.8","18.6","7.1","7.4","30.1","19.2","3.9","3.9","12.0","8.7","0.0","12.1","0.6","1.2","0.0","12.1","27396","23938","35016","6825","(X)","(X)","(X)","(X)","16.8","(X)",
"860Z200US13146","ZCTA5 13146","743","101","3.1","2.0","3.5","2.6","12.4","6.2","6.6","3.7","15.1","6.2","24.1","6.4","9.0","3.7","17.4","7.0","5.2","3.5","3.6","2.6","61688","7574","75824","9080","37.8","(X)","(X)","(X)","(X)","(X)","485","86","3.7","2.4","2.5","3.2","2.7","3.3","6.0","4.3","10.3","5.6","26.2","8.2","12.8","5.0","23.1","10.4","7.2","5.0","5.6","4.0","72083","16392","91609","10440","(X)","(X)","45.2","(X)","(X)","(X)","404","80","1.2","1.6","0.0","9.4","2.2","3.8","2.7","2.0","9.4","5.4","27.7","9.9","15.3","5.8","26.7","12.0","8.7","6.1","5.9","4.5","84706","13426","N","N","(X)","(X)","(X)","(X)","(X)","(X)","258","66","3.5","4.0","5.4","4.2","30.6","14.1","8.5","7.5","22.5","13.0","20.9","10.0","1.9","3.9","6.6","4.7","0.0","14.3","0.0","14.3","35893","14329","41465","6792","(X)","(X)","(X)","(X)","24.0","(X)",
"860Z200US13147","ZCTA5 13147","379","66","3.4","2.3","0.0","10.0","11.1","6.4","11.3","8.7","6.6","3.6","17.7","6.7","20.8","9.4","17.4","5.9","6.3","4.7","5.3","3.6","74861","7779","86441","13686","36.7","(X)","(X)","(X)","(X)","(X)","258","49","5.4","4.7","2.7","3.9","6.2","4.8","3.9","3.0","4.7","4.5","16.3","7.0","26.7","12.6","18.2","7.9","8.1","6.9","7.8","5.3","79688","11623","97827","17092","(X)","(X)","32.6","(X)","(X)","(X)","176","36","0.0","20.2","0.0","20.2","7.4","6.5","5.7","4.5","5.1","5.8","16.5","8.9","18.2","8.3","23.9","10.7","11.9","9.3","11.4","7.8","89167","23168","N","N","(X)","(X)","(X)","(X)","(X)","(X)","121","49","8.3","6.0","0.0","27.5","15.7","14.7","27.3","22.0","10.7","7.1","16.5","11.0","8.3","7.9","10.7","12.1","2.5","3.4","0.0","27.5","32292","31096","52443","15274","(X)","(X)","(X)","(X)","45.5","(X)",
"860Z200US13148","ZCTA5 13148","4966","231","6.2","2.8","3.8","2.5","8.6","2.4","8.8","2.6","15.5","4.1","16.3","3.0","13.4","3.0","15.0","3.0","8.6","2.2","3.8","1.4","58971","5979","83016","8503","27.5","(X)","(X)","(X)","(X)","(X)","2609","172","2.5","1.8","0.8","0.9","3.2","2.2","5.0","2.8","9.5","3.4","20.5","4.6","14.3","3.6","24.4","5.5","13.9","3.6","5.8","2.4","88992","10600","114059","15110","(X)","(X)","30.1","(X)","(X)","(X)","2022","174","0.4","0.6","0.4","0.7","1.7","1.7","3.5","3.0","8.2","3.3","15.8","4.4","16.6","4.6","28.1","6.5","18.0","4.6","7.4","3.1","106218","6780","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2357","223","10.3","5.5","7.6","5.1","15.5","4.6","13.6","4.8","23.0","7.5","15.1","4.3","9.4","4.2","3.5","1.7","0.9","0.9","1.2","1.3","37803","5137","43800","5329","(X)","(X)","(X)","(X)","22.5","(X)",
"860Z200US13152","ZCTA5 13152","3276","195","1.6","1.0","1.6","1.0","4.2","2.0","9.0","4.6","10.9","3.4","10.1","3.5","11.3","2.7","17.9","3.4","8.9","2.9","24.5","4.1","102727","16225","165449","18408","42.2","(X)","(X)","(X)","(X)","(X)","2074","166","1.5","1.2","0.7","0.9","2.5","2.3","6.3","6.5","4.0","2.4","6.3","2.5","12.7","2.9","20.3","4.9","12.0","4.1","33.8","5.8","136023","21609","212399","25710","(X)","(X)","44.7","(X)","(X)","(X)","1725","156","0.1","0.2","0.8","1.0","0.6","0.6","0.8","0.7","3.9","2.6","6.2","2.9","14.0","3.5","22.7","5.3","13.0","4.5","37.8","6.2","157344","27747","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1202","187","4.2","2.6","3.3","2.3","7.2","3.7","13.6","6.2","22.8","7.5","15.1","8.1","8.7","4.9","13.6","4.6","4.0","2.8","7.5","3.8","49226","4819","81306","13837","(X)","(X)","(X)","(X)","37.9","(X)",
"860Z200US13153","ZCTA5 13153","161","77","0.0","21.8","0.0","21.8","3.7","8.0","14.3","22.5","0.0","21.8","0.0","21.8","9.9","15.8","49.7","40.9","16.8","18.3","5.6","9.7","147901","29125","126028","32769","24.8","(X)","(X)","(X)","(X)","(X)","132","84","0.0","25.7","0.0","25.7","0.0","25.7","0.0","25.7","0.0","25.7","0.0","25.7","12.1","21.8","60.6","40.4","20.5","24.0","6.8","12.5","148585","5461","146934","12169","(X)","(X)","25.8","(X)","(X)","(X)","123","83","0.0","27.2","0.0","27.2","0.0","27.2","0.0","27.2","0.0","27.2","0.0","27.2","5.7","15.9","65.0","40.9","22.0","26.5","7.3","13.8","148797","4686","N","N","(X)","(X)","(X)","(X)","(X)","(X)","29","38","0.0","61.1","0.0","61.1","20.7","49.4","79.3","49.4","0.0","61.1","0.0","61.1","0.0","61.1","0.0","61.1","0.0","61.1","0.0","61.1","-","**","N","N","(X)","(X)","(X)","(X)","20.7","(X)",
"860Z200US13154","ZCTA5 13154","13","18","0.0","91.2","0.0","91.2","0.0","91.2","0.0","91.2","0.0","91.2","0.0","91.2","0.0","91.2","100.0","91.2","0.0","91.2","0.0","91.2","-","**","N","N","100.0","(X)","(X)","(X)","(X)","(X)","13","18","0.0","91.2","0.0","91.2","0.0","91.2","0.0","91.2","0.0","91.2","0.0","91.2","0.0","91.2","100.0","91.2","0.0","91.2","0.0","91.2","-","**","N","N","(X)","(X)","100.0","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US13155","ZCTA5 13155","269","43","4.1","3.2","6.7","6.1","8.9","4.8","5.9","6.2","10.8","6.9","19.3","8.9","10.8","4.7","22.3","7.8","5.9","4.8","5.2","4.2","66146","12899","82566","12379","42.8","(X)","(X)","(X)","(X)","(X)","179","40","2.2","2.7","0.0","19.9","8.9","6.5","6.7","8.9","10.6","7.2","20.7","12.0","14.0","6.5","22.9","9.2","6.1","6.9","7.8","6.2","75938","14523","93572","17886","(X)","(X)","46.4","(X)","(X)","(X)","132","35","0.0","25.7","0.0","25.7","3.8","3.4","7.6","11.6","6.8","5.1","27.3","15.1","12.1","7.2","23.5","9.9","8.3","8.8","10.6","8.5","78500","32080","N","N","(X)","(X)","(X)","(X)","(X)","(X)","90","31","7.8","7.4","20.0","16.5","8.9","7.3","6.7","6.9","13.3","15.8","17.8","14.3","1.1","2.2","18.9","13.4","5.6","5.4","0.0","34.1","36500","26172","57952","15134","(X)","(X)","(X)","(X)","35.6","(X)",
"860Z200US13156","ZCTA5 13156","984","121","4.2","2.6","2.3","2.5","8.3","7.6","8.4","4.7","7.5","4.1","25.9","9.8","14.1","8.2","20.6","8.2","6.3","3.9","2.2","1.4","70662","10811","80729","10125","46.7","(X)","(X)","(X)","(X)","(X)","634","101","0.5","0.8","2.2","3.6","3.8","4.4","2.1","1.7","6.9","5.1","31.7","13.3","16.2","11.7","31.4","12.3","2.7","2.7","2.5","2.0","77660","10299","89741","10588","(X)","(X)","45.0","(X)","(X)","(X)","550","102","0.5","0.9","0.0","7.0","4.0","4.9","1.1","1.3","8.0","5.8","36.5","13.4","9.3","6.0","34.5","14.0","3.1","3.1","2.9","2.3","74808","27741","N","N","(X)","(X)","(X)","(X)","(X)","(X)","350","108","10.9","7.8","2.6","2.9","16.6","17.8","21.1","12.6","8.6","7.8","15.4","8.0","10.0","8.9","3.7","4.1","9.4","8.6","1.7","2.0","32500","24272","61079","16931","(X)","(X)","(X)","(X)","50.0","(X)",
"860Z200US13157","ZCTA5 13157","328","111","0.0","11.5","4.9","7.8","12.2","10.0","13.1","11.7","18.9","12.1","17.7","10.5","4.6","5.0","15.2","11.7","5.8","7.0","7.6","8.4","53125","24703","77270","19241","37.2","(X)","(X)","(X)","(X)","(X)","158","71","0.0","22.1","0.0","22.1","0.0","22.1","16.5","18.7","13.9","17.4","12.0","15.5","6.3","8.8","23.4","20.6","12.0","14.9","15.8","16.8","125227","98575","112166","32094","(X)","(X)","51.9","(X)","(X)","(X)","132","66","0.0","25.7","0.0","25.7","0.0","25.7","0.0","25.7","16.7","20.8","14.4","18.1","7.6","10.3","28.0","24.0","14.4","18.1","18.9","19.9","126705","30819","N","N","(X)","(X)","(X)","(X)","(X)","(X)","170","81","0.0","20.8","9.4","15.0","23.5","18.0","17.1","17.4","23.5","19.5","15.9","12.5","2.9","4.8","7.6","12.1","0.0","20.8","0.0","20.8","35000","7246","42594","12869","(X)","(X)","(X)","(X)","23.5","(X)",
"860Z200US13158","ZCTA5 13158","539","83","1.9","1.6","6.5","3.9","10.0","4.0","2.0","1.7","13.2","4.6","15.4","7.4","13.7","6.2","20.0","5.9","8.9","5.6","8.3","4.6","80809","16708","94466","12582","45.6","(X)","(X)","(X)","(X)","(X)","339","63","0.6","0.9","0.6","1.3","6.8","4.7","4.4","6.8","6.5","3.1","16.2","6.8","14.7","7.2","26.5","8.4","11.2","8.2","12.4","7.4","100069","8480","115577","17552","(X)","(X)","48.1","(X)","(X)","(X)","256","54","0.8","1.3","0.8","1.8","2.7","2.6","0.0","14.4","4.7","3.9","13.7","7.3","18.8","8.8","28.9","9.7","13.3","10.8","16.4","9.6","107000","8548","N","N","(X)","(X)","(X)","(X)","(X)","(X)","200","51","4.0","4.0","16.5","10.3","17.0","7.7","4.0","4.5","26.5","10.8","16.5","15.8","2.0","2.6","13.5","8.6","0.0","18.0","0.0","18.0","41591","11999","48096","9809","(X)","(X)","(X)","(X)","39.0","(X)",
"860Z200US13159","ZCTA5 13159","2055","166","6.0","2.1","0.6","0.6","6.7","2.0","5.0","2.7","9.0","3.0","9.4","2.7","14.5","3.3","20.9","4.5","13.2","4.4","14.6","3.7","94809","14358","119141","10166","37.4","(X)","(X)","(X)","(X)","(X)","1451","142","1.8","1.4","0.6","0.7","2.0","1.9","2.4","2.1","7.5","3.4","9.3","3.5","13.4","3.5","24.7","5.7","19.2","5.9","19.2","5.2","121830","17403","143081","12519","(X)","(X)","42.0","(X)","(X)","(X)","1228","136","0.7","1.0","0.7","0.8","2.4","2.2","2.6","2.4","6.0","3.1","6.7","3.1","10.7","4.0","28.1","6.4","20.8","6.6","21.2","6.1","137206","20670","N","N","(X)","(X)","(X)","(X)","(X)","(X)","604","101","16.6","6.6","0.7","1.1","17.9","5.7","11.3","7.6","13.9","5.6","10.9","5.0","16.2","6.2","9.9","4.4","0.0","6.4","2.6","2.0","39464","6673","58165","10835","(X)","(X)","(X)","(X)","25.7","(X)",
"860Z200US13160","ZCTA5 13160","839","134","3.8","3.0","2.1","1.8","5.4","2.7","7.9","3.9","7.4","3.0","19.2","7.3","10.8","5.7","25.4","7.8","10.3","4.9","7.7","3.4","88750","17962","106734","12002","34.2","(X)","(X)","(X)","(X)","(X)","524","122","1.1","1.2","3.2","2.9","2.3","1.9","2.9","2.5","7.1","4.2","17.4","9.9","12.0","6.6","32.6","10.3","13.0","7.2","8.4","3.6","109583","22158","121767","13771","(X)","(X)","31.7","(X)","(X)","(X)","450","120","1.3","1.4","0.0","8.5","2.7","2.1","2.4","2.5","5.8","3.9","17.6","11.1","12.2","7.6","35.3","11.4","15.1","8.4","7.6","4.0","118125","20132","N","N","(X)","(X)","(X)","(X)","(X)","(X)","315","66","8.3","7.6","5.7","4.7","10.5","6.9","16.2","7.8","10.2","5.3","14.6","7.6","11.4","9.3","12.1","5.5","4.4","3.8","6.7","7.0","48750","19907","75253","20732","(X)","(X)","(X)","(X)","33.7","(X)",
"860Z200US13162","ZCTA5 13162","115","93","35.7","46.5","0.0","28.6","2.6","4.8","30.4","39.1","0.0","28.6","14.8","24.8","2.6","6.3","11.3","18.2","2.6","5.3","0.0","28.6","-","**","43430","30012","26.1","(X)","(X)","(X)","(X)","(X)","33","23","0.0","57.3","0.0","57.3","0.0","57.3","0.0","57.3","0.0","57.3","51.5","51.5","18.2","23.5","30.3","49.7","0.0","57.3","0.0","57.3","-","**","85676","28115","(X)","(X)","81.8","(X)","(X)","(X)","30","23","0.0","60.1","0.0","60.1","0.0","60.1","0.0","60.1","0.0","60.1","56.7","56.7","10.0","20.8","33.3","56.3","0.0","60.1","0.0","60.1","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","82","89","50.0","50.0","0.0","36.1","3.7","7.6","42.7","55.9","0.0","36.1","0.0","36.1","0.0","36.1","3.7","11.3","0.0","36.1","0.0","36.1","-","**","23107","22579","(X)","(X)","(X)","(X)","3.7","(X)",
"860Z200US13163","ZCTA5 13163","118","29","0.8","1.9","3.4","4.1","3.4","4.1","17.8","15.6","5.9","5.5","13.6","12.6","21.2","13.2","20.3","12.6","13.6","8.5","0.0","28.1","77500","11710","83322","14336","29.7","(X)","(X)","(X)","(X)","(X)","85","25","0.0","35.4","2.4","4.6","2.4","3.7","15.3","17.4","10.6","8.6","9.4","7.5","12.9","16.0","28.2","16.9","18.8","11.2","0.0","35.4","88125","40664","93861","17634","(X)","(X)","40.0","(X)","(X)","(X)","60","22","0.0","42.5","0.0","42.5","0.0","42.5","16.7","22.6","3.3","5.7","10.0","9.6","15.0","21.0","33.3","23.4","21.7","15.0","0.0","42.5","104375","40774","N","N","(X)","(X)","(X)","(X)","(X)","(X)","33","20","3.0","6.5","6.1","9.1","6.1","9.8","24.2","34.6","0.0","57.3","30.3","31.9","30.3","22.9","0.0","57.3","0.0","57.3","0.0","57.3","63594","49222","52327","17258","(X)","(X)","(X)","(X)","3.0","(X)",
"860Z200US13164","ZCTA5 13164","916","145","6.2","5.8","0.0","4.3","0.0","4.3","3.5","3.1","18.6","8.0","16.4","6.5","12.7","6.2","18.2","9.5","13.0","6.8","11.5","5.3","81212","22045","112147","16736","34.3","(X)","(X)","(X)","(X)","(X)","685","133","2.8","4.4","0.0","5.7","0.0","5.7","1.8","2.7","9.8","7.3","15.9","7.9","15.3","7.7","23.1","12.6","17.4","8.7","14.0","7.5","108559","15509","133570","18774","(X)","(X)","31.7","(X)","(X)","(X)","617","141","3.1","4.9","0.0","6.3","0.0","6.3","1.9","3.0","8.9","8.0","11.8","6.9","15.1","8.1","25.6","13.5","18.0","9.4","15.6","8.3","109462","12907","N","N","(X)","(X)","(X)","(X)","(X)","(X)","231","99","16.5","17.0","0.0","15.8","0.0","15.8","8.7","9.5","44.6","18.9","17.7","15.1","4.8","7.5","3.9","6.8","0.0","15.8","3.9","6.4","41101","7194","48621","15999","(X)","(X)","(X)","(X)","42.0","(X)",
"860Z200US13165","ZCTA5 13165","4153","222","2.6","1.3","5.8","2.2","11.1","3.1","9.5","3.1","13.8","3.3","17.3","3.8","15.8","4.4","11.4","3.3","5.9","2.0","6.7","2.9","63915","7744","79093","7495","29.5","(X)","(X)","(X)","(X)","(X)","2245","197","0.3","0.3","1.2","1.1","4.3","2.0","5.8","2.8","12.5","4.7","21.0","5.4","17.8","5.6","15.4","4.7","9.5","3.5","12.2","5.4","77122","9983","106627","13039","(X)","(X)","35.3","(X)","(X)","(X)","1652","184","0.1","0.3","0.0","2.4","3.4","1.6","4.1","2.0","9.7","4.1","16.1","5.6","20.7","6.8","17.5","5.3","12.3","4.7","16.1","7.1","96065","9354","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1908","263","5.6","3.0","11.2","4.3","19.4","6.1","14.7","5.8","18.8","6.5","14.5","7.3","10.0","4.7","4.4","2.8","1.3","1.4","0.1","0.1","31885","11245","42971","3928","(X)","(X)","(X)","(X)","22.0","(X)",
"860Z200US13166","ZCTA5 13166","2432","147","4.1","2.2","5.2","2.4","11.4","5.9","5.3","2.5","8.5","2.4","13.9","3.7","18.2","3.8","19.7","4.0","5.7","2.1","7.9","3.2","76484","8484","88553","8504","30.4","(X)","(X)","(X)","(X)","(X)","1524","135","1.3","1.1","1.7","1.4","5.2","3.5","3.7","2.3","6.0","2.3","15.2","4.8","23.1","5.1","27.0","5.8","8.7","3.4","8.1","3.4","95811","5174","104660","7897","(X)","(X)","31.2","(X)","(X)","(X)","1143","130","1.4","1.3","1.7","1.7","1.5","1.6","0.5","0.6","4.5","2.3","10.0","4.3","25.9","5.8","33.8","7.0","10.1","4.1","10.7","4.6","106625","16225","N","N","(X)","(X)","(X)","(X)","(X)","(X)","908","170","9.1","5.7","10.6","6.4","22.7","14.3","9.0","5.2","10.7","4.4","11.9","5.9","10.8","4.9","6.8","3.9","0.8","0.9","7.6","6.8","33700","18541","60429","17215","(X)","(X)","(X)","(X)","29.1","(X)",
